USER WARNING,Quantity,Purpose,Document_Title,Special_Conditions,Description,Source_Code,Certificate_Number,Valid_Until,Consignee_Country,Management_Authority,Common_Name,Permittee_Country,Consignee_Address,Origin,Permittee_Name,Scientific_Name,Permittee_Address,Consignee_Name,Issue_Date,Security_Stamp
Synthetic Data,4,C,Import Permit,NA,NA,NA,45MW0689065,7/15/2004,Malawi,Ministry of Information and Tourism,Pink-backed pelican,Malawi,Liongwe,NA,Huntsman Cho Reserve,Pelecanus rufescens,Blantyre,Outdoors Hirsbrunner Reserve,6/4/2003,MW 67 073
Synthetic Data,4,C,Import Permit,NA,NA,NA,45MW0689065,7/15/2004,Malawi,Ministry of Information and Tourism,African elephant,Malawi,Liongwe,Zambia,Huntsman Cho Reserve,Loxodonta africana,Blantyre,Outdoors Hirsbrunner Reserve,6/4/2003,MW 67 073
Synthetic Data,5,C,Import Permit,NA,NA,NA,79NA0071664,12/24/2004,Namibia,Ministry of Environment and Tourism,Sable antelope,South Africa,Luderitz,Zambia,Outdoors Safari,Hippotragus niger,Bloemfontein,Wild Animal Park,6/4/2003,NA 62 742
Synthetic Data,4,C,Import Permit,NA,NA,NA,79NA0071664,12/24/2004,Namibia,Ministry of Environment and Tourism,Cokes hartebeest,South Africa,Luderitz,South Africa,Outdoors Safari,Alcelaphus buselaphus,Bloemfontein,Wild Animal Park,6/4/2003,NA 62 742
Synthetic Data,4,C,Import Permit,NA,NA,NA,79NA0071664,12/24/2004,Namibia,Ministry of Environment and Tourism,Lesser galago,South Africa,Luderitz,Zambia,Outdoors Safari,Galago senegalensis,Bloemfontein,Wild Animal Park,6/4/2003,NA 62 742
Synthetic Data,6,C,Import Permit,NA,NA,NA,79NA0071664,12/24/2004,Namibia,Ministry of Environment and Tourism,Thompsons gazelle,South Africa,Luderitz,South Africa,Outdoors Safari,Gazella thomsoni,Bloemfontein,Wild Animal Park,6/4/2003,NA 62 742
Synthetic Data,3,C,Import Permit,NA,NA,NA,79NA0071664,12/24/2004,Namibia,Ministry of Environment and Tourism,Uganda kob,South Africa,Luderitz,South Africa,Outdoors Safari,Kobus kob,Bloemfontein,Wild Animal Park,6/4/2003,NA 62 742
Synthetic Data,4,C,Import Permit,NA,NA,NA,16ZM7144651,3/5/2005,Zambia,Zambia Wildlife Authority,Lesser galago,Namibia,Lusaka,Namibia,Masego Oluwatoyin,Galago senegalensis,Windhoek,Ekene Afia,6/5/2003,ZM 61 764
Synthetic Data,2,C,Import Permit,NA,NA,NA,16ZM7144651,3/5/2005,Zambia,Zambia Wildlife Authority,Rhinoceros viper,Namibia,Lusaka,Namibia,Masego Oluwatoyin,Bitis nasicornis,Windhoek,Ekene Afia,6/5/2003,ZM 61 764
Synthetic Data,4,C,Import Permit,NA,NA,NA,16ZM7144651,3/5/2005,Zambia,Zambia Wildlife Authority,Spotted hyena,Namibia,Lusaka,Namibia,Masego Oluwatoyin,Crocuta crocuta,Windhoek,Ekene Afia,6/5/2003,ZM 61 764
Synthetic Data,4,C,Import Permit,NA,NA,NA,16ZM7144651,3/5/2005,Zambia,Zambia Wildlife Authority,Nile monitor,Namibia,Lusaka,Zambia,Masego Oluwatoyin,Varanus niloticus,Windhoek,Ekene Afia,6/5/2003,ZM 61 764
Synthetic Data,3,C,Import Permit,NA,NA,NA,61TZ0020157,2/27/2005,Tanzania,Tanzania Wildlife Department,Yellow baboon,Netherlands,Arusha,Zambia,Wildlife Lanzl Reserve,Papio cynocephalus,Amsterdam,Outdoors Popp Reserve,6/8/2003,TZ 30 138
Synthetic Data,5,C,Import Permit,NA,NA,NA,61TZ0020157,2/27/2005,Tanzania,Tanzania Wildlife Department,Lesser flamingo,Netherlands,Arusha,Netherlands,Wildlife Lanzl Reserve,Phoeniconaias minor,Amsterdam,Outdoors Popp Reserve,6/8/2003,TZ 30 138
Synthetic Data,5,C,Import Permit,NA,NA,NA,61TZ0020157,2/27/2005,Tanzania,Tanzania Wildlife Department,Blue monkey,Netherlands,Arusha,Zambia,Wildlife Lanzl Reserve,Cercopithecus mitis,Amsterdam,Outdoors Popp Reserve,6/8/2003,TZ 30 138
Synthetic Data,2,C,Import Permit,NA,NA,NA,61TZ0020157,2/27/2005,Tanzania,Tanzania Wildlife Department,Tree hyrax,Netherlands,Arusha,NA,Wildlife Lanzl Reserve,Dendrohyrax arboreus,Amsterdam,Outdoors Popp Reserve,6/8/2003,TZ 30 138
Synthetic Data,5,C,Import Permit,NA,NA,NA,61TZ0020157,2/27/2005,Tanzania,Tanzania Wildlife Department,Crocodile,Netherlands,Arusha,NA,Wildlife Lanzl Reserve,,Amsterdam,Outdoors Popp Reserve,6/8/2003,TZ 30 138
Synthetic Data,4,C,Import Permit,NA,NA,NA,61TZ0020157,2/27/2005,Tanzania,Tanzania Wildlife Department,Grants gazelle,Netherlands,Arusha,Zambia,Wildlife Lanzl Reserve,Gazella granti,Amsterdam,Outdoors Popp Reserve,6/8/2003,TZ 30 138
Synthetic Data,6,C,Import Permit,NA,NA,NA,61TZ0020157,2/27/2005,Tanzania,Tanzania Wildlife Department,Common,Netherlands,Arusha,NA,Wildlife Lanzl Reserve,plains,Amsterdam,Outdoors Popp Reserve,6/8/2003,TZ 30 138
Synthetic Data,4,C,Import Permit,NA,NA,NA,10UG5023717,8/2/2004,Uganda,Uganda Wildlife Authority,Common duiker,Germany,Jinja,Germany,Schall Safari,Sylvicapra grimmia,Munster,Eniola Osumare,6/10/2003,UG 95 883
Synthetic Data,5,C,Import Permit,NA,NA,NA,10UG5023717,8/2/2004,Uganda,Uganda Wildlife Authority,Aardwolf,Germany,Jinja,NA,Schall Safari,Proteles cristatus,Munster,Eniola Osumare,6/10/2003,UG 95 883
Synthetic Data,3,C,Import Permit,NA,NA,NA,10UG5023717,8/2/2004,Uganda,Uganda Wildlife Authority,Common,Germany,Jinja,NA,Schall Safari,plains,Munster,Eniola Osumare,6/10/2003,UG 95 883
Synthetic Data,5,C,Import Permit,NA,NA,NA,10UG5023717,8/2/2004,Uganda,Uganda Wildlife Authority,Jackson's chameleon,Germany,Jinja,Germany,Schall Safari,Chamaeleo jacksonii,Munster,Eniola Osumare,6/10/2003,UG 95 883
Synthetic Data,4,C,Import Permit,NA,NA,NA,10UG5023717,8/2/2004,Uganda,Uganda Wildlife Authority,Leopard,Germany,Jinja,Germany,Schall Safari,,Munster,Eniola Osumare,6/10/2003,UG 95 883
Synthetic Data,5,C,Import Permit,NA,NA,NA,10UG5023717,8/2/2004,Uganda,Uganda Wildlife Authority,Greater galago,Germany,Jinja,Germany,Schall Safari,Galago crassicaudatus,Munster,Eniola Osumare,6/10/2003,UG 95 883
Synthetic Data,3,C,Import Permit,NA,NA,NA,47MW6051846,4/26/2005,Malawi,Ministry of Information and Tourism,Dwarf mongoose,Zambia,Blantyre,NA,Outback Zoo,Helogale undulata,Kitwe,Taonga Kerneels,6/10/2003,MW 44 694
Synthetic Data,4,C,Import Permit,NA,NA,NA,29NA7555919,5/17/2005,Namibia,Ministry of Environment and Tourism,Sitatunga,Botswana,Walvis Bay,Botswana,Outback Madeira Safari,Tragelaphus spekei,Francistown,Ayomide Nosizwe,6/11/2003,NA 41 193
Synthetic Data,4,C,Import Permit,NA,NA,NA,29NA7555919,5/17/2005,Namibia,Ministry of Environment and Tourism,Gerenuk,Botswana,Walvis Bay,Botswana,Outback Madeira Safari,Litocranius walleri,Francistown,Ayomide Nosizwe,6/11/2003,NA 41 193
Synthetic Data,7,C,Import Permit,NA,NA,NA,28MW6745411,11/23/2004,Malawi,Ministry of Information and Tourism,Common duiker,Mozambique,Liongwe,Mozambique,Huntsman Lindqvist Park,Sylvicapra grimmia,Inhambane,Outback Zoo,6/12/2003,MW 43 860
Synthetic Data,5,C,Import Permit,NA,NA,NA,28MW6745411,11/23/2004,Malawi,Ministry of Information and Tourism,Great crested grebe,Mozambique,Liongwe,Mozambique,Huntsman Lindqvist Park,Podiceps cristatus,Inhambane,Outback Zoo,6/12/2003,MW 43 860
Synthetic Data,2,C,Import Permit,NA,NA,NA,28MW6745411,11/23/2004,Malawi,Ministry of Information and Tourism,Bushbuck,Mozambique,Liongwe,NA,Huntsman Lindqvist Park,Tragelaphus scriptus,Inhambane,Outback Zoo,6/12/2003,MW 43 860
Synthetic Data,4,C,Import Permit,NA,NA,NA,41UG2982358,2/1/2005,Uganda,Uganda Wildlife Authority,Striped hyena,South Africa,Kampali,NA,Wildlife Zoo,Hyaena hyaena,Ladysmith,Atich Chinwendu,6/13/2003,UG 25 435
Synthetic Data,4,C,Import Permit,NA,NA,NA,63MW5750785,3/21/2005,Malawi,Ministry of Information and Tourism,Bohor reedbuck,South Africa,Blantyre,Zambia,Xiaoshan Park,Redunca redunca,Cape Town,Huntsman Mersereau Animal Park,6/13/2003,MW 42 981
Synthetic Data,5,C,Import Permit,NA,NA,NA,21UG0262381,10/12/2004,Uganda,Uganda Wildlife Authority,Bush pig,Zambia,Jinja,NA,Huntsman Tripakis Reserve,Potamochoerus porcus,Livingstone,Eniola Osumare,6/14/2003,UG 60 571
Synthetic Data,4,C,Import Permit,NA,NA,NA,21UG0262381,10/12/2004,Uganda,Uganda Wildlife Authority,Bat-eared fox,Zambia,Jinja,Zambia,Huntsman Tripakis Reserve,Otocyon megalotis,Livingstone,Eniola Osumare,6/14/2003,UG 60 571
Synthetic Data,3,C,Import Permit,NA,NA,NA,21UG0262381,10/12/2004,Uganda,Uganda Wildlife Authority,Nile monitor,Zambia,Jinja,Zambia,Huntsman Tripakis Reserve,Varanus niloticus,Livingstone,Eniola Osumare,6/14/2003,UG 60 571
Synthetic Data,3,C,Import Permit,NA,NA,NA,29MZ0558402,11/27/2004,Mozambique,National Directorate of Forestry and Wildlife,Lowland gorilla,Uganda,Pemba,NA,Outback Safari,Gorilla gorilla graueri,Jinja,Jonckers Safari,6/14/2003,MZ 75 801
Synthetic Data,2,C,Import Permit,NA,NA,NA,29MZ0558402,11/27/2004,Mozambique,National Directorate of Forestry and Wildlife,Black-faced vervet monkey,Uganda,Pemba,Zambia,Outback Safari,Cercopithecus aethiops,Jinja,Jonckers Safari,6/14/2003,MZ 75 801
Synthetic Data,4,C,Import Permit,NA,NA,NA,29MZ0558402,11/27/2004,Mozambique,National Directorate of Forestry and Wildlife,Klipspringer,Uganda,Pemba,Zambia,Outback Safari,Oreotragus oreotragus,Jinja,Jonckers Safari,6/14/2003,MZ 75 801
Synthetic Data,3,C,Import Permit,NA,NA,NA,07NA5196698,5/24/2005,Namibia,Ministry of Environment and Tourism,Mountain gorilla,Democratic Republic of Congo,Walvis Bay,Zambia,Boitumelo Udo,Gorilla gorilla beringei,Lusambo,Ayomide Nosizwe,6/16/2003,NA 15 159
Synthetic Data,4,C,Import Permit,NA,NA,NA,07NA5196698,5/24/2005,Namibia,Ministry of Environment and Tourism,Masai giraffe,Democratic Republic of Congo,Walvis Bay,Zambia,Boitumelo Udo,Giraffa camelopardalis,Lusambo,Ayomide Nosizwe,6/16/2003,NA 15 159
Synthetic Data,4,C,Import Permit,NA,NA,NA,07NA5196698,5/24/2005,Namibia,Ministry of Environment and Tourism,Flap necked chameleon,Democratic Republic of Congo,Walvis Bay,Zambia,Boitumelo Udo,Chamaeleo delepis,Lusambo,Ayomide Nosizwe,6/16/2003,NA 15 159
Synthetic Data,2,C,Import Permit,NA,NA,NA,07NA5196698,5/24/2005,Namibia,Ministry of Environment and Tourism,Bat-eared fox,Democratic Republic of Congo,Walvis Bay,NA,Boitumelo Udo,Otocyon megalotis,Lusambo,Ayomide Nosizwe,6/16/2003,NA 15 159
Synthetic Data,2,C,Import Permit,NA,NA,NA,07NA5196698,5/24/2005,Namibia,Ministry of Environment and Tourism,Kirk's dik dik,Democratic Republic of Congo,Walvis Bay,Democratic Republic of Congo,Boitumelo Udo,Madoqua kirkii,Lusambo,Ayomide Nosizwe,6/16/2003,NA 15 159
Synthetic Data,4,C,Import Permit,NA,NA,NA,07NA5196698,5/24/2005,Namibia,Ministry of Environment and Tourism,Cheetah,Democratic Republic of Congo,Walvis Bay,Democratic Republic of Congo,Boitumelo Udo,Acinonyx jubatus,Lusambo,Ayomide Nosizwe,6/16/2003,NA 15 159
Synthetic Data,5,C,Import Permit,NA,NA,NA,07NA5196698,5/24/2005,Namibia,Ministry of Environment and Tourism,Chimpanzee,Democratic Republic of Congo,Walvis Bay,Democratic Republic of Congo,Boitumelo Udo,Pan troglodytes,Lusambo,Ayomide Nosizwe,6/16/2003,NA 15 159
Synthetic Data,6,C,Import Permit,NA,NA,NA,07NA5196698,5/24/2005,Namibia,Ministry of Environment and Tourism,Leopard tortoise,Democratic Republic of Congo,Walvis Bay,Zambia,Boitumelo Udo,Testudo pardalis,Lusambo,Ayomide Nosizwe,6/16/2003,NA 15 159
Synthetic Data,3,C,Import Permit,NA,NA,NA,56ZM9992043,7/13/2004,Zambia,Zambia Wildlife Authority,Bongo,Namibia,Livingstone,Zambia,Lubin Zoo,Tragelaphus euryceros,Outjo,Nyarai Ayoo,6/16/2003,ZM 33 356
Synthetic Data,5,C,Import Permit,NA,NA,NA,56ZM9992043,7/13/2004,Zambia,Zambia Wildlife Authority,Masai giraffe,Namibia,Livingstone,NA,Lubin Zoo,Giraffa camelopardalis,Outjo,Nyarai Ayoo,6/16/2003,ZM 33 356
Synthetic Data,4,C,Import Permit,NA,NA,NA,56ZM9992043,7/13/2004,Zambia,Zambia Wildlife Authority,Chimpanzee,Namibia,Livingstone,Zambia,Lubin Zoo,Pan troglodytes,Outjo,Nyarai Ayoo,6/16/2003,ZM 33 356
Synthetic Data,4,C,Import Permit,NA,NA,NA,56ZM9992043,7/13/2004,Zambia,Zambia Wildlife Authority,Giant forest hog,Namibia,Livingstone,Namibia,Lubin Zoo,Hylochoerus meinertzhageni,Outjo,Nyarai Ayoo,6/16/2003,ZM 33 356
Synthetic Data,3,C,Import Permit,NA,NA,NA,56ZM9992043,7/13/2004,Zambia,Zambia Wildlife Authority,Slender mongoose,Namibia,Livingstone,Zambia,Lubin Zoo,Herpestes sanguineus,Outjo,Nyarai Ayoo,6/16/2003,ZM 33 356
Synthetic Data,3,C,Import Permit,NA,NA,NA,43ZA1133392,3/15/2005,South Africa,Department of Environmental Affairs and Tourism,Eastern green mamba,South Africa,Johannesburg,NA,Ngozi Phirun,Dendroaspis angusticeps,Ladysmith,Outdoors Courtenage Safari,6/17/2003,ZA 01 036
Synthetic Data,6,C,Import Permit,NA,NA,NA,36ZA8451918,12/15/2004,South Africa,Department of Environmental Affairs and Tourism,Eland,Zambia,Ladysmith,Zambia,Outback Borgelt Park,Taurotragus oryx,Livingstone,Tau Uzoma,6/17/2003,ZA 79 933
Synthetic Data,4,C,Import Permit,NA,NA,NA,36ZA8451918,12/15/2004,South Africa,Department of Environmental Affairs and Tourism,Steinbok,Zambia,Ladysmith,NA,Outback Borgelt Park,Raphicerus campestris,Livingstone,Tau Uzoma,6/17/2003,ZA 79 933
Synthetic Data,5,C,Import Permit,NA,NA,NA,36ZA8451918,12/15/2004,South Africa,Department of Environmental Affairs and Tourism,Roan antelope,Zambia,Ladysmith,Zambia,Outback Borgelt Park,Hippotragus equinus,Livingstone,Tau Uzoma,6/17/2003,ZA 79 933
Synthetic Data,5,C,Import Permit,NA,NA,NA,36ZA8451918,12/15/2004,South Africa,Department of Environmental Affairs and Tourism,Aardwolf,Zambia,Ladysmith,Zambia,Outback Borgelt Park,Proteles cristatus,Livingstone,Tau Uzoma,6/17/2003,ZA 79 933
Synthetic Data,3,C,Import Permit,NA,NA,NA,36ZA8451918,12/15/2004,South Africa,Department of Environmental Affairs and Tourism,Great crested grebe,Zambia,Ladysmith,Zambia,Outback Borgelt Park,Podiceps cristatus,Livingstone,Tau Uzoma,6/17/2003,ZA 79 933
Synthetic Data,4,C,Import Permit,NA,NA,NA,65NA6646561,6/23/2004,Namibia,Ministry of Environment and Tourism,Thompsons gazelle,Botswana,Windhoek,Botswana,Outback Madeira Safari,Gazella thomsoni,Francistown,Tendai Rufaro,6/17/2003,NA 48 668
Synthetic Data,4,C,Import Permit,NA,NA,NA,65NA6646561,6/23/2004,Namibia,Ministry of Environment and Tourism,Chimpanzee,Botswana,Windhoek,NA,Outback Madeira Safari,Pan troglodytes,Francistown,Tendai Rufaro,6/17/2003,NA 48 668
Synthetic Data,6,C,Import Permit,NA,NA,NA,65NA6646561,6/23/2004,Namibia,Ministry of Environment and Tourism,Greater galago,Botswana,Windhoek,Zambia,Outback Madeira Safari,Galago crassicaudatus,Francistown,Tendai Rufaro,6/17/2003,NA 48 668
Synthetic Data,3,C,Import Permit,NA,NA,NA,65NA6646561,6/23/2004,Namibia,Ministry of Environment and Tourism,Bongo,Botswana,Windhoek,Zambia,Outback Madeira Safari,Tragelaphus euryceros,Francistown,Tendai Rufaro,6/17/2003,NA 48 668
Synthetic Data,4,C,Import Permit,NA,NA,NA,65NA6646561,6/23/2004,Namibia,Ministry of Environment and Tourism,Crested porcupine,Botswana,Windhoek,NA,Outback Madeira Safari,Hystrix cristata,Francistown,Tendai Rufaro,6/17/2003,NA 48 668
Synthetic Data,5,C,Import Permit,NA,NA,NA,65NA6646561,6/23/2004,Namibia,Ministry of Environment and Tourism,Eastern green mamba,Botswana,Windhoek,NA,Outback Madeira Safari,Dendroaspis angusticeps,Francistown,Tendai Rufaro,6/17/2003,NA 48 668
Synthetic Data,2,C,Import Permit,NA,NA,NA,09UG2969080,3/29/2005,Uganda,Uganda Wildlife Authority,Lowland gorilla,South Africa,Kampali,South Africa,Nsia Masozi,Gorilla gorilla graueri,Cape Town,Tuchel Park,6/17/2003,UG 49 428
Synthetic Data,5,C,Import Permit,NA,NA,NA,09UG2969080,3/29/2005,Uganda,Uganda Wildlife Authority,Greater kudu,South Africa,Kampali,Zambia,Nsia Masozi,Tragelaphus strepsiceros,Cape Town,Tuchel Park,6/17/2003,UG 49 428
Synthetic Data,6,C,Import Permit,NA,NA,NA,09UG2969080,3/29/2005,Uganda,Uganda Wildlife Authority,Serval,South Africa,Kampali,South Africa,Nsia Masozi,Leptailurus serval,Cape Town,Tuchel Park,6/17/2003,UG 49 428
Synthetic Data,4,C,Import Permit,NA,NA,NA,98CD0904161,8/9/2004,Democratic Republic of the Congo,Congolese Institute for Nature Conservation,Sharp nosed grass frog,Namibia,Likasi,NA,Abrafo Boipelo,Ptychadena oxyrhynchus,Outjo,Gyenizse Zoo,6/18/2003,CD 78 987
Synthetic Data,5,C,Import Permit,NA,NA,NA,98CD0904161,8/9/2004,Democratic Republic of the Congo,Congolese Institute for Nature Conservation,Spotted hyena,Namibia,Likasi,NA,Abrafo Boipelo,Crocuta crocuta,Outjo,Gyenizse Zoo,6/18/2003,CD 78 987
Synthetic Data,2,C,Import Permit,NA,NA,NA,24MZ9364802,4/17/2005,Mozambique,National Directorate of Forestry and Wildlife,Blue Wildebeest,Netherlands,Nampula,Zambia,Wildlife Lanzl Reserve,Connochaetes taurinus,Amsterdam,Chidimma Apudo,6/20/2003,MZ 14 044
Synthetic Data,3,C,Import Permit,NA,NA,NA,24MZ9364802,4/17/2005,Mozambique,National Directorate of Forestry and Wildlife,Lion,Netherlands,Nampula,Zambia,Wildlife Lanzl Reserve,Panthera leo,Amsterdam,Chidimma Apudo,6/20/2003,MZ 14 044
Synthetic Data,3,C,Import Permit,NA,NA,NA,24MZ9364802,4/17/2005,Mozambique,National Directorate of Forestry and Wildlife,Cape buffalo,Netherlands,Nampula,NA,Wildlife Lanzl Reserve,Syncerus caffer,Amsterdam,Chidimma Apudo,6/20/2003,MZ 14 044
Synthetic Data,4,C,Import Permit,NA,NA,NA,24MZ9364802,4/17/2005,Mozambique,National Directorate of Forestry and Wildlife,White rhinoceros,Netherlands,Nampula,Netherlands,Wildlife Lanzl Reserve,Ceroteotherium simium,Amsterdam,Chidimma Apudo,6/20/2003,MZ 14 044
Synthetic Data,5,C,Import Permit,NA,NA,NA,48NA6663750,8/22/2004,Namibia,Ministry of Environment and Tourism,Greater flamingo,Botswana,Luderitz,NA,Outback Park,Phoenicopterus ruber,Serowe,Folami Sizwe,6/20/2003,NA 52 827
Synthetic Data,5,C,Import Permit,NA,NA,NA,48NA6663750,8/22/2004,Namibia,Ministry of Environment and Tourism,Elephant,Botswana,Luderitz,Botswana,Outback Park,,Serowe,Folami Sizwe,6/20/2003,NA 52 827
Synthetic Data,5,C,Import Permit,NA,NA,NA,48NA6663750,8/22/2004,Namibia,Ministry of Environment and Tourism,Common house gecko,Botswana,Luderitz,Botswana,Outback Park,Hemidactylus mabouia,Serowe,Folami Sizwe,6/20/2003,NA 52 827
Synthetic Data,4,C,Import Permit,NA,NA,NA,48NA6663750,8/22/2004,Namibia,Ministry of Environment and Tourism,Thompsons gazelle,Botswana,Luderitz,NA,Outback Park,Gazella thomsoni,Serowe,Folami Sizwe,6/20/2003,NA 52 827
Synthetic Data,3,C,Import Permit,NA,NA,NA,48NA6663750,8/22/2004,Namibia,Ministry of Environment and Tourism,Greater kudu,Botswana,Luderitz,Zambia,Outback Park,Tragelaphus strepsiceros,Serowe,Folami Sizwe,6/20/2003,NA 52 827
Synthetic Data,5,C,Import Permit,NA,NA,NA,48NA6663750,8/22/2004,Namibia,Ministry of Environment and Tourism,Black rhinoceros,Botswana,Luderitz,Botswana,Outback Park,Diceros bicronis,Serowe,Folami Sizwe,6/20/2003,NA 52 827
Synthetic Data,4,C,Import Permit,NA,NA,NA,28MW3094878,11/12/2004,Malawi,Ministry of Information and Tourism,Common ostrich,Tanzania,Zomba,Tanzania,Lindiwe Atich,Struthio camelus,Tabora,Awuor Akoko,6/23/2003,MW 25 489
Synthetic Data,3,C,Import Permit,NA,NA,NA,28MW3094878,11/12/2004,Malawi,Ministry of Information and Tourism,Blue Wildebeest,Tanzania,Zomba,NA,Lindiwe Atich,Connochaetes taurinus,Tabora,Awuor Akoko,6/23/2003,MW 25 489
Synthetic Data,3,C,Import Permit,NA,NA,NA,28MW3094878,11/12/2004,Malawi,Ministry of Information and Tourism,Rothschild's giraffe,Tanzania,Zomba,Zambia,Lindiwe Atich,Giraffa camelopardalis rothschildi,Tabora,Awuor Akoko,6/23/2003,MW 25 489
Synthetic Data,4,C,Import Permit,NA,NA,NA,28MW3094878,11/12/2004,Malawi,Ministry of Information and Tourism,Topi,Tanzania,Zomba,Zambia,Lindiwe Atich,Damaliscus lunatus,Tabora,Awuor Akoko,6/23/2003,MW 25 489
Synthetic Data,5,C,Import Permit,NA,NA,NA,28MW3094878,11/12/2004,Malawi,Ministry of Information and Tourism,Bushbuck,Tanzania,Zomba,NA,Lindiwe Atich,Tragelaphus scriptus,Tabora,Awuor Akoko,6/23/2003,MW 25 489
Synthetic Data,6,C,Import Permit,NA,NA,NA,28MW3094878,11/12/2004,Malawi,Ministry of Information and Tourism,Roan antelope,Tanzania,Zomba,NA,Lindiwe Atich,Hippotragus equinus,Tabora,Awuor Akoko,6/23/2003,MW 25 489
Synthetic Data,4,C,Import Permit,NA,NA,NA,28MW3094878,11/12/2004,Malawi,Ministry of Information and Tourism,Hippopotamus,Tanzania,Zomba,Tanzania,Lindiwe Atich,Hippopotamus amphibius,Tabora,Awuor Akoko,6/23/2003,MW 25 489
Synthetic Data,4,C,Import Permit,NA,NA,NA,28MW3094878,11/12/2004,Malawi,Ministry of Information and Tourism,Defassa waterbuck,Tanzania,Zomba,Zambia,Lindiwe Atich,Kobus ellipsiprymnus defassa,Tabora,Awuor Akoko,6/23/2003,MW 25 489
Synthetic Data,4,C,Import Permit,NA,NA,NA,28MW3094878,11/12/2004,Malawi,Ministry of Information and Tourism,Agama lizard,Tanzania,Zomba,NA,Lindiwe Atich,Agama agama,Tabora,Awuor Akoko,6/23/2003,MW 25 489
Synthetic Data,3,C,Import Permit,NA,NA,NA,28MW3094878,11/12/2004,Malawi,Ministry of Information and Tourism,Mountain gorilla,Tanzania,Zomba,Zambia,Lindiwe Atich,Gorilla gorilla beringei,Tabora,Awuor Akoko,6/23/2003,MW 25 489
Synthetic Data,3,C,Import Permit,NA,NA,NA,32TZ4686709,1/23/2005,Tanzania,Tanzania Wildlife Department,Common ostrich,Botswana,Arusha,Zambia,Wild Gabrielli Reserve,Struthio camelus,Gaborone,Kibwe Babirye,6/23/2003,TZ 26 662
Synthetic Data,5,C,Import Permit,NA,NA,NA,32TZ4686709,1/23/2005,Tanzania,Tanzania Wildlife Department,Flap necked chameleon,Botswana,Arusha,Zambia,Wild Gabrielli Reserve,Chamaeleo delepis,Gaborone,Kibwe Babirye,6/23/2003,TZ 26 662
Synthetic Data,5,C,Import Permit,NA,NA,NA,32TZ4686709,1/23/2005,Tanzania,Tanzania Wildlife Department,African wild cat,Botswana,Arusha,NA,Wild Gabrielli Reserve,Felis lybica,Gaborone,Kibwe Babirye,6/23/2003,TZ 26 662
Synthetic Data,5,C,Import Permit,NA,NA,NA,32TZ4686709,1/23/2005,Tanzania,Tanzania Wildlife Department,Cheetah,Botswana,Arusha,Zambia,Wild Gabrielli Reserve,Acinonyx jubatus,Gaborone,Kibwe Babirye,6/23/2003,TZ 26 662
Synthetic Data,6,C,Import Permit,NA,NA,NA,71ZA6999353,3/17/2005,South Africa,Department of Environmental Affairs and Tourism,Aardwolf,Tanzania,Bloemfontein,Zambia,Liesche Animal Park,Proteles cristatus,Dar Es Salaam,Outdoors Safari,6/24/2003,ZA 13 034
Synthetic Data,2,C,Import Permit,NA,NA,NA,71ZA6999353,3/17/2005,South Africa,Department of Environmental Affairs and Tourism,Tree hyrax,Tanzania,Bloemfontein,Tanzania,Liesche Animal Park,Dendrohyrax arboreus,Dar Es Salaam,Outdoors Safari,6/24/2003,ZA 13 034
Synthetic Data,3,C,Import Permit,NA,NA,NA,71ZA6999353,3/17/2005,South Africa,Department of Environmental Affairs and Tourism,Common house gecko,Tanzania,Bloemfontein,NA,Liesche Animal Park,Hemidactylus mabouia,Dar Es Salaam,Outdoors Safari,6/24/2003,ZA 13 034
Synthetic Data,2,C,Import Permit,NA,NA,NA,71ZA6999353,3/17/2005,South Africa,Department of Environmental Affairs and Tourism,Yellow-billed egret,Tanzania,Bloemfontein,NA,Liesche Animal Park,Mesophoyx intermedia,Dar Es Salaam,Outdoors Safari,6/24/2003,ZA 13 034
Synthetic Data,2,C,Import Permit,NA,NA,NA,71ZA6999353,3/17/2005,South Africa,Department of Environmental Affairs and Tourism,Great egret,Tanzania,Bloemfontein,Tanzania,Liesche Animal Park,Casmerodius albus,Dar Es Salaam,Outdoors Safari,6/24/2003,ZA 13 034
Synthetic Data,5,C,Import Permit,NA,NA,NA,77TZ8472770,5/10/2005,Tanzania,Tanzania Wildlife Department,Uganda kob,Puerto Rico,Arusha,Puerto Rico,Wild Mercankosk Park,Kobus kob,Aguadilla,Sithembile Apunda,6/24/2003,TZ 35 701
Synthetic Data,4,C,Import Permit,NA,NA,NA,77TZ8472770,5/10/2005,Tanzania,Tanzania Wildlife Department,Green-backed heron,Puerto Rico,Arusha,Zambia,Wild Mercankosk Park,Butorides striatus,Aguadilla,Sithembile Apunda,6/24/2003,TZ 35 701
Synthetic Data,7,C,Import Permit,NA,NA,NA,77TZ8472770,5/10/2005,Tanzania,Tanzania Wildlife Department,Nile monitor,Puerto Rico,Arusha,Zambia,Wild Mercankosk Park,Varanus niloticus,Aguadilla,Sithembile Apunda,6/24/2003,TZ 35 701
Synthetic Data,5,C,Import Permit,NA,NA,NA,77TZ8472770,5/10/2005,Tanzania,Tanzania Wildlife Department,Long-tailed cormorant,Puerto Rico,Arusha,NA,Wild Mercankosk Park,Phalacrocorax africanus,Aguadilla,Sithembile Apunda,6/24/2003,TZ 35 701
